"id","sku","name","description","short_description","breadcrumb","images","attribute_0_value","attribute_0_name","regular_price"
"sltn7","#V132","Hoa bình V 132","<p><strong>SAY MÊ</strong></p>
<p>Màu tím là gam màu của sự quyến rũ thể hiện một tình yêu say mê. Màu tím còn mang ý nghĩa của sự chờ đợi, sự sắc son chung thủy trong tình yêu. Ngoài ra, màu tìm còn thể hiện một sự bí ẩn, quý phải và tao nhã dành cho người con gái. Chính vì thế, khi gửi đi những đóa hoa màu tím là bạn đã gián tiếp bày tỏ lòng ái mộ đối với người nhận. Sản phẩm thích hợp tặng cho người thân yêu trong những dịp lễ quan trọng.</p>
","
<p>Sản phẩm quyến rũ với Lan Vũ Nữ, Wicky, Hoa Hồng, Táo cùng các loại hoa lá phụ khác.</p>
","Hoa theo chủ đề>Ngày Phụ Nữ Việt Nam 20/10","https://hoatuoi360.com/contents/images/Products/hoa-binh/DSC_0047.jpg","Bình thường","Kích thước",1000000
"sltn7","#V132","Hoa bình V 132","<p><strong>SAY MÊ</strong></p>
<p>Màu tím là gam màu của sự quyến rũ thể hiện một tình yêu say mê. Màu tím còn mang ý nghĩa của sự chờ đợi, sự sắc son chung thủy trong tình yêu. Ngoài ra, màu tìm còn thể hiện một sự bí ẩn, quý phải và tao nhã dành cho người con gái. Chính vì thế, khi gửi đi những đóa hoa màu tím là bạn đã gián tiếp bày tỏ lòng ái mộ đối với người nhận. Sản phẩm thích hợp tặng cho người thân yêu trong những dịp lễ quan trọng.</p>
","
<p>Sản phẩm quyến rũ với Lan Vũ Nữ, Wicky, Hoa Hồng, Táo cùng các loại hoa lá phụ khác.</p>
","Hoa theo chủ đề>Ngày Phụ Nữ Việt Nam 20/10","https://hoatuoi360.com/contents/images/Products/hoa-binh/DSC_0047.jpg","Lớn hơn (+30%)","Kích thước",1300000
"0ux5","#V118","Hoa bình V 118",,"
<p>Merry Christmas and Happy New Year !</p>
","Hoa theo mùa>Hoa mùa đông","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-118.jpg","Bình thường","Kích thước",900000
"0ux5","#V118","Hoa bình V 118",,"
<p>Merry Christmas and Happy New Year !</p>
","Hoa theo mùa>Hoa mùa đông","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-118.jpg","Lớn hơn (+30%)","Kích thước",1170000
"xg6nn","#V117","Hoa Bình V 117",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-117.jpg","Bình thường","Kích thước",1700000
"xg6nn","#V117","Hoa Bình V 117",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-117.jpg","Lớn hơn (+30%)","Kích thước",2210000
"32u7","#V-116","Hoa Bình V 116",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-118.jpg","Bình thường","Kích thước",500000
"32u7","#V-116","Hoa Bình V 116",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-118.jpg","Lớn hơn (+30%)","Kích thước",650000
"0a7w","#V-114","Hoa Bình V-114",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-116.jpg","Bình thường","Kích thước",500000
"0a7w","#V-114","Hoa Bình V-114",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-116.jpg","Lớn hơn (+30%)","Kích thước",650000
"4sci2","#V-113","Hoa Bình V-113",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-115.jpg","Bình thường","Kích thước",1000000
"4sci2","#V-113","Hoa Bình V-113",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-115.jpg","Lớn hơn (+30%)","Kích thước",1300000
"57enx","#V-112","Hoa Bình V-112",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-114.jpg","Bình thường","Kích thước",1000000
"57enx","#V-112","Hoa Bình V-112",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-114.jpg","Lớn hơn (+30%)","Kích thước",1300000
"07bsn","#V-111","HoA Bình V-111",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-113.jpg","Bình thường","Kích thước",1000000
"07bsn","#V-111","HoA Bình V-111",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-113.jpg","Lớn hơn (+30%)","Kích thước",1300000
"8df9p","#V-110","Hoa Bình V-110",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/4U.jpg","Bình thường","Kích thước",3000000
"8df9p","#V-110","Hoa Bình V-110",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/4U.jpg","Lớn hơn (+30%)","Kích thước",3900000
"dnt3q","#V-109","HoA Bình V-109",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-110.jpg","Bình thường","Kích thước",800000
"dnt3q","#V-109","HoA Bình V-109",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-110.jpg","Lớn hơn (+30%)","Kích thước",1040000
"poqma","#V-107","Hoa Bình V-107",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-108.jpg","Bình thường","Kích thước",1000000
"poqma","#V-107","Hoa Bình V-107",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-108.jpg","Lớn hơn (+30%)","Kích thước",1300000
"wowop","#V-104","Ho Bình V-104",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-104.jpg","Bình thường","Kích thước",600000
"wowop","#V-104","Ho Bình V-104",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-104.jpg","Lớn hơn (+30%)","Kích thước",780000
"1jser","#V-103","Hoa Bình V-103",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-103.jpg","Bình thường","Kích thước",1900000
"1jser","#V-103","Hoa Bình V-103",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-103.jpg","Lớn hơn (+30%)","Kích thước",2470000
"ro7e","#V-102","Ho Bình V-102",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-102.jpg","Bình thường","Kích thước",1000000
"ro7e","#V-102","Ho Bình V-102",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-102.jpg","Lớn hơn (+30%)","Kích thước",1300000
"64rbt","#V-100","Hoa Bình V-100",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-100.jpg","Bình thường","Kích thước",1500000
"64rbt","#V-100","Hoa Bình V-100",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-100.jpg","Lớn hơn (+30%)","Kích thước",1950000
"dazzf","#V-099","Hoa Bình V-099",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-099.jpg","Bình thường","Kích thước",900000
"dazzf","#V-099","Hoa Bình V-099",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-099.jpg","Lớn hơn (+30%)","Kích thước",1170000
"msznq","#V-098","Hoa Bình V-098",,"
","Hoa bình","https://hoatuoi360.com/contents/images/Products/hoa-binh/Hoa-Binh-V-098.jpg","Bình thường","Kích thước",700000
